EmployeeID,EmployeeName,Position,GasStationID,PhoneNumber,Email,StartDate,Address
273,Employee 273,Maintenance,51,0683982582,employee273@example.com,2023-12-19,"Duong Nguyen Binh Khiem, City"
274,Employee 274,Maintenance,64,0349171179,employee274@example.com,2023-08-13,"Tran Nao, City"
275,Employee 275,Cashier,6,0337429428,employee275@example.com,2023-06-06,"Le Van Khuong, City"
276,Employee 276,Cashier,31,0865541253,employee276@example.com,2023-10-22,"Nguyen Hong, City"
277,Employee 277,Maintenance,29,0999585707,employee277@example.com,2023-08-23,"Vo Van Ngan, City"
278,Employee 278,Maintenance,97,0351680295,employee278@example.com,2023-12-11,"Dien Bien Phu, City"
279,Employee 279,Cashier,52,0469484281,employee279@example.com,2023-06-18,"Bach Dang, City"
280,Employee 280,Manager,59,0936063944,employee280@example.com,2023-11-19,"Tran Nao, City"
281,Employee 281,Manager,63,0537058084,employee281@example.com,2023-09-12,"Ly Thai To, City"
282,Employee 282,Maintenance,50,0586224902,employee282@example.com,2023-10-22,"Nguyen Dinh Chieu, City"
283,Employee 283,Maintenance,16,0414052678,employee283@example.com,2023-05-01,"Ha Huy Giap, City"
284,Employee 284,Maintenance,67,0961445326,employee284@example.com,2023-05-22,"Tran Hung Dao, City"
285,Employee 285,Maintenance,60,0495193244,employee285@example.com,2023-07-21,"Hong Bang, City"
286,Employee 286,Maintenance,36,0985696106,employee286@example.com,2023-05-19,"Duong Le Thanh Ton, City"
287,Employee 287,Cashier,59,0359314078,employee287@example.com,2023-12-03,"Duong Vo Thi Sau, City"
288,Employee 288,Manager,21,0748511919,employee288@example.com,2024-01-11,"Ton Duc Thang, City"
289,Employee 289,Manager,13,0853075288,employee289@example.com,2023-08-01,"Duong Tran Quoc Thao, City"
290,Employee 290,Cashier,19,0311243458,employee290@example.com,2024-02-26,"Hong Bang, City"
291,Employee 291,Pump Attendant,48,0437856220,employee291@example.com,2024-02-03,"Tran Hung Dao, City"
292,Employee 292,Pump Attendant,29,0210966308,employee292@example.com,2023-09-04,"Ha Huy Giap, City"
293,Employee 293,Pump Attendant,23,0773914345,employee293@example.com,2023-04-08,"Duong Le Van Sy, City"
294,Employee 294,Manager,49,0271734055,employee294@example.com,2024-01-18,"Nguyen Dinh Chieu, City"
295,Employee 295,Manager,2,0419264888,employee295@example.com,2023-07-18,"Duong Bui Vien, City"
296,Employee 296,Manager,68,0994970700,employee296@example.com,2023-09-27,"Le Lai, City"
297,Employee 297,Manager,6,0981178943,employee297@example.com,2023-12-26,"Duong Cach Mang Thang Tam, City"
298,Employee 298,Cashier,43,0924084766,employee298@example.com,2024-03-21,"Duong Dien Bien Phu, City"
299,Employee 299,Cashier,3,0299525971,employee299@example.com,2023-06-15,"Phan Van Tri, City"
300,Employee 300,Maintenance,56,0181800634,employee300@example.com,2023-07-25,"Duong Nguyen Binh Khiem, City"
301,Employee 301,Cashier,98,0449089017,employee301@example.com,2023-04-26,"Duong Nguyen Hue, City"
302,Employee 302,Pump Attendant,2,0185845174,employee302@example.com,2023-06-12,"Phan Van Tri, City"
303,Employee 303,Pump Attendant,77,0870453933,employee303@example.com,2023-09-12,"Duong Hung Vuong, City"
304,Employee 304,Pump Attendant,48,0209653642,employee304@example.com,2024-01-12,"Duong Nguyen Thi Minh Khai, City"
305,Employee 305,Cashier,1,0505913877,employee305@example.com,2023-09-20,"Duong Hai Ba Trung, City"
306,Employee 306,Cashier,64,0689988610,employee306@example.com,2023-09-07,"Le Lai, City"
307,Employee 307,Pump Attendant,87,0433437505,employee307@example.com,2023-08-18,"Phan Van Tri, City"
308,Employee 308,Maintenance,66,0541985110,employee308@example.com,2023-11-12,"Le Van Sy, City"
309,Employee 309,Manager,26,0452106579,employee309@example.com,2023-08-30,"Nam Ky Khoi Nghia, City"
310,Employee 310,Pump Attendant,25,0106607031,employee310@example.com,2023-07-17,"Tran Nao, City"
311,Employee 311,Cashier,84,0730689928,employee311@example.com,2023-04-16,"Duong Nguyen Thi Minh Khai, City"
312,Employee 312,Manager,6,0440420413,employee312@example.com,2023-08-27,"Tran Xuan Soan, City"
313,Employee 313,Manager,61,0325700605,employee313@example.com,2023-08-26,"Cach Mang Thang Tam, City"
314,Employee 314,Cashier,89,0544906860,employee314@example.com,2023-11-13,"Ton Duc Thang, City"
315,Employee 315,Maintenance,64,0982672131,employee315@example.com,2023-12-06,"An Duong Vuong, City"
316,Employee 316,Maintenance,59,0237028939,employee316@example.com,2023-05-29,"Duong Nguyen Huu Canh, City"
317,Employee 317,Manager,45,0415071725,employee317@example.com,2023-12-27,"Duong Bui Vien, City"
318,Employee 318,Pump Attendant,80,0459098911,employee318@example.com,2024-01-18,"Duong Nguyen Thi Minh Khai, City"
319,Employee 319,Pump Attendant,5,0907238364,employee319@example.com,2023-06-12,"Bach Dang, City"
320,Employee 320,Pump Attendant,18,0945472670,employee320@example.com,2024-03-12,"Tran Hung Dao, City"
321,Employee 321,Pump Attendant,87,0776959662,employee321@example.com,2023-09-30,"Le Van Sy, City"
322,Employee 322,Manager,8,0623095722,employee322@example.com,2023-04-19,"Duong Vo Van Kiet, City"
323,Employee 323,Maintenance,65,0226410266,employee323@example.com,2023-09-15,"Nguyen Dinh Chieu, City"
324,Employee 324,Maintenance,89,0671593254,employee324@example.com,2024-03-21,"Dien Bien Phu, City"
325,Employee 325,Cashier,61,0693719092,employee325@example.com,2023-08-10,"Nam Ky Khoi Nghia, City"
326,Employee 326,Maintenance,96,0971161693,employee326@example.com,2023-06-22,"Dai Lo Dong Tay, City"
327,Employee 327,Pump Attendant,91,0757278909,employee327@example.com,2023-08-05,"Duong Ton Duc Thang, City"
328,Employee 328,Cashier,39,0155834302,employee328@example.com,2023-05-30,"Vo Van Ngan, City"
329,Employee 329,Cashier,29,0886008214,employee329@example.com,2024-01-06,"Duong Dien Bien Phu, City"
330,Employee 330,Cashier,41,0789058229,employee330@example.com,2024-02-28,"Dai Lo Dong Tay, City"
331,Employee 331,Cashier,7,0997612677,employee331@example.com,2024-02-16,"Tran Nao, City"
332,Employee 332,Pump Attendant,8,0668790198,employee332@example.com,2024-03-02,"Le Van Sy, City"
333,Employee 333,Pump Attendant,78,0280192290,employee333@example.com,2023-10-28,"Tran Nao, City"
334,Employee 334,Cashier,34,0185047802,employee334@example.com,2023-04-09,"Duong Ton Duc Thang, City"
335,Employee 335,Cashier,27,0111259885,employee335@example.com,2023-10-04,"Bach Dang, City"
336,Employee 336,Manager,61,0584290754,employee336@example.com,2023-08-21,"Ham Nghi, City"
337,Employee 337,Manager,19,0219640320,employee337@example.com,2023-06-21,"Duong Le Duan, City"
338,Employee 338,Manager,52,0129863434,employee338@example.com,2024-03-11,"Vo Van Ngan, City"
339,Employee 339,Pump Attendant,80,0854194596,employee339@example.com,2023-10-21,"Vo Van Ngan, City"
340,Employee 340,Manager,93,0451242977,employee340@example.com,2023-04-24,"Bach Dang, City"
341,Employee 341,Manager,17,0255784805,employee341@example.com,2023-07-16,"Le Van Khuong, City"
342,Employee 342,Manager,22,0657631659,employee342@example.com,2023-05-06,"Phan Van Tri, City"
343,Employee 343,Cashier,7,0721263898,employee343@example.com,2023-05-07,"Duong Nguyen Tri Phuong, City"
344,Employee 344,Maintenance,52,0686498351,employee344@example.com,2023-05-25,"Duong Tran Hung Dao, City"
345,Employee 345,Manager,2,0907264828,employee345@example.com,2023-12-24,"Duong Pasteur, City"
346,Employee 346,Pump Attendant,19,0782133186,employee346@example.com,2023-11-28,"Tran Nao, City"
347,Employee 347,Manager,66,0751427503,employee347@example.com,2024-01-27,"Nam Ky Khoi Nghia, City"
348,Employee 348,Pump Attendant,19,0709403473,employee348@example.com,2024-03-26,"Phan Van Tri, City"
349,Employee 349,Pump Attendant,74,0983513725,employee349@example.com,2024-02-09,"Duong Le Van Sy, City"
350,Employee 350,Maintenance,49,0737105355,employee350@example.com,2023-07-15,"Duong Nguyen Huu Canh, City"
351,Employee 351,Pump Attendant,25,0908162324,employee351@example.com,2023-08-28,"Le Van Khuong, City"
352,Employee 352,Pump Attendant,73,0142855547,employee352@example.com,2023-04-25,"Duong Nguyen Thi Minh Khai, City"
353,Employee 353,Pump Attendant,26,0116303544,employee353@example.com,2023-04-11,"Ly Thai To, City"
354,Employee 354,Maintenance,73,0760222325,employee354@example.com,2023-06-13,"Duong Hung Vuong, City"
355,Employee 355,Manager,38,0867720997,employee355@example.com,2023-09-04,"Bach Dang, City"
356,Employee 356,Cashier,75,0197440101,employee356@example.com,2023-11-15,"Duong Ton Duc Thang, City"
357,Employee 357,Pump Attendant,96,0100228024,employee357@example.com,2023-07-29,"Nguyen Thi Thap, City"
358,Employee 358,Pump Attendant,49,0896225983,employee358@example.com,2023-10-14,"Le Van Sy, City"
359,Employee 359,Cashier,53,0846104063,employee359@example.com,2023-04-03,"Xo Viet Nghe Tinh, City"
360,Employee 360,Cashier,57,0869730586,employee360@example.com,2023-09-27,"Duong Nguyen Thi Minh Khai, City"
361,Employee 361,Manager,42,0735445125,employee361@example.com,2023-12-07,"Cach Mang Thang Tam, City"
362,Employee 362,Cashier,56,0115712765,employee362@example.com,2024-02-13,"Nguyen Hong, City"
363,Employee 363,Pump Attendant,69,0935751254,employee363@example.com,2023-04-15,"Tran Nao, City"
364,Employee 364,Pump Attendant,27,0521947659,employee364@example.com,2024-01-31,"Xo Viet Nghe Tinh, City"
365,Employee 365,Pump Attendant,11,0784728852,employee365@example.com,2024-02-26,"Nguyen Van Cu, City"
366,Employee 366,Pump Attendant,30,0272781978,employee366@example.com,2023-10-01,"Xo Viet Nghe Tinh, City"
367,Employee 367,Manager,52,0420051934,employee367@example.com,2023-08-22,"Duong Truong Dinh, City"
368,Employee 368,Manager,63,0370199202,employee368@example.com,2024-01-25,"Duong Le Thanh Ton, City"
369,Employee 369,Manager,44,0874592222,employee369@example.com,2023-12-01,"Tran Xuan Soan, City"
370,Employee 370,Pump Attendant,55,0736343325,employee370@example.com,2024-01-17,"Nguyen Tat Thanh, City"
371,Employee 371,Manager,97,0675783903,employee371@example.com,2023-11-16,"Duong Le Van Sy, City"
372,Employee 372,Maintenance,32,0827452756,employee372@example.com,2024-02-06,"Nguyen Van Cu, City"
373,Employee 373,Pump Attendant,46,0339550111,employee373@example.com,2023-11-27,"Duong Le Van Sy, City"
374,Employee 374,Pump Attendant,88,0263986701,employee374@example.com,2023-04-09,"Tran Hung Dao, City"
375,Employee 375,Maintenance,91,0883412301,employee375@example.com,2023-06-11,"Tran Nao, City"
376,Employee 376,Manager,3,0718503722,employee376@example.com,2024-04-01,"Duong Pasteur, City"
377,Employee 377,Pump Attendant,96,0502665097,employee377@example.com,2024-03-02,"Cau Sai Gon, City"
378,Employee 378,Manager,7,0487393029,employee378@example.com,2023-08-02,"Nguyen Tat Thanh, City"
379,Employee 379,Pump Attendant,25,0614829574,employee379@example.com,2023-04-27,"Le Van Khuong, City"
380,Employee 380,Maintenance,28,0521788939,employee380@example.com,2023-06-04,"Nguyen Van Cu, City"
381,Employee 381,Manager,17,0274112839,employee381@example.com,2023-07-17,"Duong Le Thanh Ton, City"
382,Employee 382,Pump Attendant,8,0895187789,employee382@example.com,2024-01-05,"Tran Quoc Toan, City"
383,Employee 383,Pump Attendant,35,0205615768,employee383@example.com,2023-11-06,"Duong Le Thanh Ton, City"
384,Employee 384,Maintenance,94,0569637913,employee384@example.com,2024-03-15,"Le Lai, City"
385,Employee 385,Maintenance,77,0216427417,employee385@example.com,2023-08-09,"Nguyen Tat Thanh, City"
386,Employee 386,Pump Attendant,29,0750622670,employee386@example.com,2023-06-11,"Ton Duc Thang, City"
387,Employee 387,Pump Attendant,71,0636768928,employee387@example.com,2023-07-10,"Le Lai, City"
388,Employee 388,Pump Attendant,98,0377067220,employee388@example.com,2024-03-14,"Le Van Khuong, City"
389,Employee 389,Pump Attendant,11,0120690545,employee389@example.com,2023-06-01,"Nguyen Dinh Chieu, City"
390,Employee 390,Maintenance,20,0506446568,employee390@example.com,2023-06-29,"Tran Quoc Toan, City"
391,Employee 391,Pump Attendant,38,0524918019,employee391@example.com,2023-06-09,"Bach Dang, City"
392,Employee 392,Manager,51,0444259936,employee392@example.com,2023-10-26,"Duong Nguyen Van Cu, City"
393,Employee 393,Manager,74,0321855274,employee393@example.com,2023-08-09,"Duong Nguyen Thi Minh Khai, City"
394,Employee 394,Maintenance,49,0892218877,employee394@example.com,2023-05-07,"Le Lai, City"
395,Employee 395,Manager,52,0616267511,employee395@example.com,2024-03-28,"Nguyen Tri Phuong, City"
396,Employee 396,Maintenance,20,0244034972,employee396@example.com,2023-11-18,"Duong Tran Hung Dao, City"
397,Employee 397,Maintenance,18,0148171130,employee397@example.com,2023-06-07,"Ky Con, City"
398,Employee 398,Pump Attendant,92,0753744870,employee398@example.com,2024-03-08,"Duong Pasteur, City"
399,Employee 399,Pump Attendant,31,0511723748,employee399@example.com,2024-03-17,"Tran Hung Dao, City"
400,Employee 400,Pump Attendant,74,0462187634,employee400@example.com,2024-02-06,"Le Van Khuong, City"
401,Employee 401,Cashier,52,0681287619,employee401@example.com,2023-05-30,"Duong Ton Duc Thang, City"
402,Employee 402,Cashier,74,0168887902,employee402@example.com,2023-07-26,"Duong Nguyen Huu Canh, City"
403,Employee 403,Maintenance,36,0303239587,employee403@example.com,2023-12-03,"Duong Pasteur, City"
404,Employee 404,Manager,51,0256088971,employee404@example.com,2023-12-02,"Duong Hung Vuong, City"
405,Employee 405,Pump Attendant,99,0765468810,employee405@example.com,2023-09-17,"Nguyen Dinh Chieu, City"
406,Employee 406,Cashier,27,0413188261,employee406@example.com,2024-01-24,"Duong Le Thanh Ton, City"
407,Employee 407,Manager,95,0161113619,employee407@example.com,2023-12-03,"Ha Huy Giap, City"
408,Employee 408,Maintenance,38,0576468096,employee408@example.com,2023-09-28,"Duong Ton Duc Thang, City"
409,Employee 409,Manager,89,0155225676,employee409@example.com,2023-09-04,"Duong Vo Van Kiet, City"
410,Employee 410,Cashier,92,0630224756,employee410@example.com,2023-04-24,"Tran Xuan Soan, City"
411,Employee 411,Manager,64,0953492733,employee411@example.com,2023-05-05,"Ky Con, City"
412,Employee 412,Manager,25,0902459300,employee412@example.com,2023-09-23,"Cau Sai Gon, City"
413,Employee 413,Manager,39,0597706231,employee413@example.com,2023-08-20,"Nguyen Dinh Chieu, City"
414,Employee 414,Pump Attendant,80,0411537640,employee414@example.com,2023-07-23,"Nguyen Cong Tru, City"
415,Employee 415,Maintenance,47,0902504398,employee415@example.com,2023-11-02,"Tran Nao, City"
416,Employee 416,Pump Attendant,63,0248674925,employee416@example.com,2023-05-17,"Duong Nguyen Hue, City"
417,Employee 417,Maintenance,58,0411479591,employee417@example.com,2024-01-19,"Tran Nao, City"
418,Employee 418,Cashier,13,0925021018,employee418@example.com,2023-04-13,"Tran Quoc Toan, City"
419,Employee 419,Cashier,18,0451262607,employee419@example.com,2024-02-25,"Duong Bui Vien, City"
420,Employee 420,Manager,42,0417285131,employee420@example.com,2023-06-03,"Nguyen Van Cu, City"
421,Employee 421,Cashier,42,0866625720,employee421@example.com,2023-12-05,"Duong Nguyen Thi Minh Khai, City"
422,Employee 422,Maintenance,81,0952633050,employee422@example.com,2023-08-07,"Phan Van Tri, City"
423,Employee 423,Cashier,55,0761588731,employee423@example.com,2023-10-10,"Duong Nam Ky Khoi Nghia, City"
424,Employee 424,Cashier,46,0713112133,employee424@example.com,2023-07-24,"Le Van Khuong, City"
425,Employee 425,Maintenance,93,0984037559,employee425@example.com,2023-08-14,"Duong Nguyen Tri Phuong, City"
426,Employee 426,Pump Attendant,33,0836494390,employee426@example.com,2023-06-13,"Tran Xuan Soan, City"
427,Employee 427,Maintenance,52,0643067663,employee427@example.com,2023-08-08,"Ton Duc Thang, City"
428,Employee 428,Cashier,38,0671318204,employee428@example.com,2023-05-24,"Ton Duc Thang, City"
429,Employee 429,Cashier,61,0662009762,employee429@example.com,2024-03-08,"Nguyen Hong, City"
430,Employee 430,Maintenance,69,0443774545,employee430@example.com,2023-11-06,"Duong Nam Ky Khoi Nghia, City"
431,Employee 431,Pump Attendant,72,0399273869,employee431@example.com,2023-12-04,"Ha Huy Giap, City"
432,Employee 432,Pump Attendant,18,0739940215,employee432@example.com,2023-10-23,"Nam Ky Khoi Nghia, City"
433,Employee 433,Maintenance,99,0564653079,employee433@example.com,2023-12-28,"Duong Nam Ky Khoi Nghia, City"
434,Employee 434,Maintenance,28,0479469697,employee434@example.com,2023-06-29,"Duong Le Loi, City"
435,Employee 435,Maintenance,59,0566871383,employee435@example.com,2023-08-30,"Duong Nguyen Tri Phuong, City"
436,Employee 436,Maintenance,98,0276625299,employee436@example.com,2023-04-16,"Duong Vo Thi Sau, City"
437,Employee 437,Manager,76,0729658970,employee437@example.com,2024-02-06,"Dai Lo Dong Tay, City"
438,Employee 438,Maintenance,87,0302278934,employee438@example.com,2023-09-12,"Duong Tran Quoc Thao, City"
439,Employee 439,Cashier,38,0194092241,employee439@example.com,2023-11-18,"Nguyen Hong, City"
440,Employee 440,Pump Attendant,53,0570401009,employee440@example.com,2023-12-10,"Duong Le Loi, City"
441,Employee 441,Manager,71,0186674676,employee441@example.com,2023-12-17,"Nguyen Van Cu, City"
442,Employee 442,Cashier,39,0749922187,employee442@example.com,2023-04-25,"Duong Hai Ba Trung, City"
443,Employee 443,Maintenance,30,0814735811,employee443@example.com,2023-06-07,"Duong Pham Ngoc Thach, City"
444,Employee 444,Cashier,66,0293307180,employee444@example.com,2023-06-13,"Duong Ton Duc Thang, City"
445,Employee 445,Cashier,50,0575463242,employee445@example.com,2023-04-10,"Duong Pham Ngoc Thach, City"
446,Employee 446,Manager,29,0949826225,employee446@example.com,2023-05-21,"Vo Van Ngan, City"
447,Employee 447,Cashier,91,0417534239,employee447@example.com,2023-10-20,"Duong Le Loi, City"
448,Employee 448,Pump Attendant,2,0179752704,employee448@example.com,2024-01-22,"Cach Mang Thang Tam, City"
449,Employee 449,Cashier,27,0515312522,employee449@example.com,2023-07-16,"Duong Le Van Sy, City"
450,Employee 450,Manager,26,0755591371,employee450@example.com,2023-09-10,"Xa Lo Ha Noi, City"
451,Employee 451,Pump Attendant,24,0443091453,employee451@example.com,2023-05-11,"Thong Nhat, City"
452,Employee 452,Cashier,54,0902226795,employee452@example.com,2023-06-16,"Nguyen Van Cu, City"
453,Employee 453,Maintenance,98,0729080454,employee453@example.com,2023-08-07,"Dai Lo Dong Tay, City"
454,Employee 454,Cashier,34,0237223069,employee454@example.com,2023-06-17,"Cach Mang Thang Tam, City"
455,Employee 455,Cashier,12,0911235086,employee455@example.com,2023-12-19,"Phan Van Tri, City"
456,Employee 456,Cashier,40,0779186457,employee456@example.com,2023-06-23,"Le Lai, City"
457,Employee 457,Cashier,99,0572363957,employee457@example.com,2024-03-16,"Dai Lo Dong Tay, City"
458,Employee 458,Pump Attendant,85,0293270173,employee458@example.com,2023-07-15,"Nam Ky Khoi Nghia, City"
459,Employee 459,Maintenance,40,0817835927,employee459@example.com,2023-11-17,"Duong Nam Ky Khoi Nghia, City"
460,Employee 460,Cashier,20,0132159543,employee460@example.com,2024-03-23,"Duong Tran Quoc Thao, City"
461,Employee 461,Manager,60,0760234293,employee461@example.com,2023-08-11,"An Duong Vuong, City"
462,Employee 462,Manager,66,0424957889,employee462@example.com,2023-09-03,"Duong Pham Ngoc Thach, City"
463,Employee 463,Pump Attendant,81,0899953368,employee463@example.com,2023-07-20,"Phan Van Tri, City"
464,Employee 464,Manager,33,0151536260,employee464@example.com,2023-06-15,"Nguyen Thi Thap, City"
465,Employee 465,Cashier,23,0855737275,employee465@example.com,2023-04-15,"Dien Bien Phu, City"
466,Employee 466,Maintenance,76,0557005695,employee466@example.com,2024-01-30,"Nguyen Dinh Chieu, City"
467,Employee 467,Cashier,43,0506591445,employee467@example.com,2024-01-28,"Duong Hai Ba Trung, City"
468,Employee 468,Maintenance,79,0710631457,employee468@example.com,2023-05-14,"Le Van Khuong, City"
469,Employee 469,Maintenance,81,0576684828,employee469@example.com,2024-02-12,"Nguyen Tri Phuong, City"
470,Employee 470,Maintenance,41,0147963993,employee470@example.com,2023-09-08,"Nguyen Dinh Chieu, City"
471,Employee 471,Pump Attendant,71,0532085437,employee471@example.com,2024-01-30,"Cach Mang Thang Tam, City"
472,Employee 472,Cashier,5,0901758166,employee472@example.com,2024-01-16,"Duong Vo Thi Sau, City"
473,Employee 473,Maintenance,78,0996929270,employee473@example.com,2023-08-16,"Duong Tran Quoc Thao, City"
474,Employee 474,Cashier,17,0964667343,employee474@example.com,2023-08-14,"Dien Bien Phu, City"
475,Employee 475,Pump Attendant,43,0479281799,employee475@example.com,2024-01-22,"Cach Mang Thang Tam, City"
476,Employee 476,Pump Attendant,18,0918765861,employee476@example.com,2023-09-22,"Duong Nguyen Tri Phuong, City"
477,Employee 477,Pump Attendant,75,0390441224,employee477@example.com,2023-09-27,"Xa Lo Ha Noi, City"
478,Employee 478,Maintenance,24,0622016058,employee478@example.com,2023-08-09,"Le Lai, City"
479,Employee 479,Maintenance,41,0245786760,employee479@example.com,2024-03-02,"Duong Le Van Sy, City"
480,Employee 480,Manager,4,0346760701,employee480@example.com,2023-05-19,"Nam Ky Khoi Nghia, City"
481,Employee 481,Cashier,6,0672595202,employee481@example.com,2023-07-15,"Duong Phan Xich Long, City"
482,Employee 482,Manager,67,0128402368,employee482@example.com,2024-01-01,"Le Van Sy, City"
483,Employee 483,Cashier,81,0885724510,employee483@example.com,2023-06-17,"Vo Van Ngan, City"
484,Employee 484,Manager,84,0151967078,employee484@example.com,2023-05-25,"Kinh Duong Vuong, City"
485,Employee 485,Cashier,87,0323133712,employee485@example.com,2023-09-22,"Duong Nguyen Thi Minh Khai, City"
486,Employee 486,Pump Attendant,71,0471861914,employee486@example.com,2023-09-03,"Cau Sai Gon, City"
487,Employee 487,Cashier,86,0621238082,employee487@example.com,2024-01-25,"Duong Nguyen Hue, City"
488,Employee 488,Maintenance,96,0447122948,employee488@example.com,2023-11-23,"Le Van Khuong, City"
489,Employee 489,Manager,90,0630210080,employee489@example.com,2023-09-12,"Nam Ky Khoi Nghia, City"
490,Employee 490,Pump Attendant,7,0477881339,employee490@example.com,2024-03-29,"Duong Nguyen Van Cu, City"
491,Employee 491,Maintenance,51,0317895672,employee491@example.com,2023-07-07,"Pham Van Dong, City"
492,Employee 492,Manager,29,0869767883,employee492@example.com,2024-02-03,"Tran Hung Dao, City"
493,Employee 493,Maintenance,31,0641629747,employee493@example.com,2024-03-04,"Dien Bien Phu, City"
494,Employee 494,Manager,84,0634573076,employee494@example.com,2023-08-20,"Duong Tran Hung Dao, City"
495,Employee 495,Cashier,82,0758823312,employee495@example.com,2023-10-07,"Duong Nguyen Tri Phuong, City"
496,Employee 496,Pump Attendant,99,0121128206,employee496@example.com,2023-11-01,"Tran Xuan Soan, City"
497,Employee 497,Maintenance,26,0298799574,employee497@example.com,2023-05-01,"Duong Nguyen Tri Phuong, City"
498,Employee 498,Maintenance,18,0478071266,employee498@example.com,2023-05-23,"Nguyen Tat Thanh, City"
499,Employee 499,Pump Attendant,34,0548531262,employee499@example.com,2023-12-21,"Cau Sai Gon, City"
500,Employee 500,Manager,88,0380229352,employee500@example.com,2024-01-07,"Nguyen Van Cu, City"
